"filename", "language", "Dart", "comment", "blank", "total"
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/login/cubit/login_state.dart", "Dart", 50, 0, 3, 53
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/login/view/login_screen.dart", "Dart", 161, 13, 5, 179
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/company.dart", "Dart", 1, 1, 2, 4
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_addupdate_cubit.dart", "Dart", 140, 1, 10, 151
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_addupdate_state.dart", "Dart", 55, 1, 5, 61
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_cubit.dart", "Dart", 0, 94, 18, 112
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_state.dart", "Dart", 0, 56, 6, 62
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/compony_list_model.dart", "Dart", 168, 8, 10, 186
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/create_update_model.dart", "Dart", 345, 74, 20, 439
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/provider/company_provider.dart", "Dart", 253, 17, 37, 307
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/addupdate_screen.dart", "Dart", 249, 24, 8, 281
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/company_screen.dart", "Dart", 433, 34, 11, 478
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/futures.dart", "Dart", 8, 0, 1, 9
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/admin_dashboard.dart", "Dart", 68, 49, 11, 128
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_cubit.dart", "Dart", 29, 0, 7, 36
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_state.dart", "Dart", 28, 0, 5, 33
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/provider/admin_info_provider.dart", "Dart", 29, 0, 2, 31
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/profile.dart", "Dart", 1, 0, 1, 2
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/profile_screen.dart", "Dart", 42, 1, 4, 47
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_cubit.dart", "Dart", 38, 1, 7, 46
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_state.dart", "Dart", 28, 0, 4, 32
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/statistics.dart", "Dart", 2, 0, 1, 3
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/statistics_screen.dart", "Dart", 93, 3, 4, 100
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/cubit/user_cubit.dart", "Dart", 84, 1, 11, 96
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/cubit/user_state.dart", "Dart", 52, 0, 5, 57
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/model/trans_user_model.dart", "Dart", 108, 0, 8, 116
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/provider/user_provider.dart", "Dart", 247, 12, 36, 295
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/userlist.dart", "Dart", 1, 0, 2, 3
"/Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/view/user_list_screen.dart", "Dart", 205, 2, 3, 210
"/Users/estai/Desktop/W/tasu_front/lib/admin/model/admin_model.dart", "Dart", 0, 76, 9, 85
"/Users/estai/Desktop/W/tasu_front/lib/admin/model/baseadmin_model.dart", "Dart", 35, 0, 4, 39
"/Users/estai/Desktop/W/tasu_front/lib/admin/util/cache.dart", "Dart", 0, 19, 4, 23
"/Users/estai/Desktop/W/tasu_front/lib/admin/util/http_util.dart", "Dart", 85, 69, 7, 161
"/Users/estai/Desktop/W/tasu_front/lib/admin/util/local_state.dart", "Dart", 17, 0, 6, 23
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/addorupdate_screen.dart", "Dart", 95, 20, 8, 123
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/base_stateful_widget.dart", "Dart", 20, 3, 6, 29
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/adaptive_scafold_widget.dart", "Dart", 337, 19, 46, 402
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/config.dart", "Dart", 0, 0, 1, 1
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/header_widget.dart", "Dart", 66, 1, 5, 72
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/headr_widget.dart", "Dart", 45, 1, 3, 49
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/widgets.dart", "Dart", 1, 0, 1, 2
"/Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/window_type_widget.dart", "Dart", 198, 0, 27, 225
"/Users/estai/Desktop/W/tasu_front/lib/client/client.dart", "Dart", 294, 2, 19, 315
"/Users/estai/Desktop/W/tasu_front/lib/client/constant/client_constant.dart", "Dart", 85, 0, 5, 90
"/Users/estai/Desktop/W/tasu_front/lib/client/data/repository.dart", "Dart", 1667, 48, 117, 1832
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/login_cubit.dart", "Dart", 42, 0, 9, 51
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/login_state.dart", "Dart", 47, 0, 3, 50
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/login/login_screen.dart", "Dart", 111, 1, 6, 118
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/calendar/view/calendar_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/carriers/view/carriers_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/clients/view/clients_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/documents/view/documents_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/finance/view/finance_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/futures.dart", "Dart", 13, 0, 7, 20
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_cubit.dart", "Dart", 6, 0, 3, 9
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_state.dart", "Dart", 7, 0, 4, 11
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/home/view/home_screen.dart", "Dart", 0, 248, 17, 265
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/orders/view/orders_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/reports/view/reports_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/request/view/request_screen.dart", "Dart", 18, 0, 3, 21
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/data/settings_state.dart", "Dart", 0, 24, 5, 29
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/settings_screen.dart", "Dart", 71, 0, 6, 77
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/classifiers_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/data/organization_provider.dart", "Dart", 9, 0, 3, 12
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/model/subcompany_model.dart", "Dart", 127, 0, 8, 135
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/organization_screen.dart", "Dart", 317, 10, 16, 343
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/companies_screen.dart", "Dart", 167, 2, 4, 173
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/departments_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/employees_group_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/employees_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/organization/view/sub/sub.dart", "Dart", 4, 0, 6, 10
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/log_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/payment_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/sub.dart", "Dart", 6, 0, 1, 7
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/system_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/templates_screen.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/client/futures/tasks/view/tasks_screen.dart", "Dart", 15, 0, 3, 18
"/Users/estai/Desktop/W/tasu_front/lib/client/model/tabdestanation.dart", "Dart", 15, 5, 2, 22
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/add_btn_widget.dart", "Dart", 44, 0, 3, 47
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/addupdate_dialog_widget.dart", "Dart", 78, 0, 6, 84
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/appbar_widget.dart", "Dart", 4, 19, 7, 30
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/leftcard_widget.dart", "Dart", 102, 0, 3, 105
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/rightcard_widget.dart", "Dart", 46, 2, 3, 51
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/tabbar_widget.dart", "Dart", 62, 0, 3, 65
"/Users/estai/Desktop/W/tasu_front/lib/client/view/widget/widgets.dart", "Dart", 5, 0, 1, 6
"/Users/estai/Desktop/W/tasu_front/lib/datatable/base/base_controller.dart", "Dart", 27, 3, 2, 32
"/Users/estai/Desktop/W/tasu_front/lib/datatable/datatable.dart", "Dart", 6, 0, 1, 7
"/Users/estai/Desktop/W/tasu_front/lib/datatable/model/headr_model.dart", "Dart", 10, 0, 3, 13
"/Users/estai/Desktop/W/tasu_front/lib/datatable/model/model.dart", "Dart", 2, 0, 1, 3
"/Users/estai/Desktop/W/tasu_front/lib/datatable/model/row_model.dart", "Dart", 11, 0, 3, 14
"/Users/estai/Desktop/W/tasu_front/lib/datatable/multiplication_table.dart", "Dart", 145, 1, 7, 153
"/Users/estai/Desktop/W/tasu_front/lib/datatable/provider/table_provider.dart", "Dart", 155, 17, 22, 194
"/Users/estai/Desktop/W/tasu_front/lib/datatable/provider/table_state.dart", "Dart", 51, 0, 6, 57
"/Users/estai/Desktop/W/tasu_front/lib/datatable/table_body.dart", "Dart", 61, 4, 8, 73
"/Users/estai/Desktop/W/tasu_front/lib/datatable/table_cell.dart", "Dart", 92, 1, 7, 100
"/Users/estai/Desktop/W/tasu_front/lib/datatable/table_head.dart", "Dart", 48, 1, 7, 56
"/Users/estai/Desktop/W/tasu_front/lib/datatable/widget/checkbox_widget.dart", "Dart", 27, 0, 3, 30
"/Users/estai/Desktop/W/tasu_front/lib/datatable/widget/colum_widget.dart", "Dart", 57, 1, 5, 63
"/Users/estai/Desktop/W/tasu_front/lib/datatable/widget/nav_widget.dart", "Dart", 183, 27, 12, 222
"/Users/estai/Desktop/W/tasu_front/lib/datatable/widget/row_widget.dart", "Dart", 38, 0, 3, 41
"/Users/estai/Desktop/W/tasu_front/lib/datatable/widget/widget.dart", "Dart", 4, 0, 1, 5
"/Users/estai/Desktop/W/tasu_front/lib/devtools/cpyable.dart", "Dart", 4, 0, 1, 5
"/Users/estai/Desktop/W/tasu_front/lib/devtools/dev_tool.dart", "Dart", 8, 0, 4, 12
"/Users/estai/Desktop/W/tasu_front/lib/generated_plugin_registrant.dart", "Dart", 12, 7, 5, 24
"/Users/estai/Desktop/W/tasu_front/lib/global/config/constant/app_constant.dart", "Dart", 9, 5, 3, 17
"/Users/estai/Desktop/W/tasu_front/lib/global/config/constant/auth_state.dart", "Dart", 14, 0, 3, 17
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route.dart", "Dart", 140, 25, 12, 177
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route_custom_transition.dart", "Dart", 241, 1, 11, 253
"/Users/estai/Desktop/W/tasu_front/lib/global/config/router/route_state.dart", "Dart", 0, 7, 3, 10
"/Users/estai/Desktop/W/tasu_front/lib/global/data/auth.dart", "Dart", 23, 1, 6, 30
"/Users/estai/Desktop/W/tasu_front/lib/global/data/base_state.dart", "Dart", 5, 0, 2, 7
"/Users/estai/Desktop/W/tasu_front/lib/global/data/main_state.dart", "Dart", 94, 0, 13, 107
"/Users/estai/Desktop/W/tasu_front/lib/global/data/provider/auth_provider_admin.dart", "Dart", 0, 27, 7, 34
"/Users/estai/Desktop/W/tasu_front/lib/global/data/provider/auth_provider_client.dart", "Dart", 0, 27, 7, 34
"/Users/estai/Desktop/W/tasu_front/lib/global/data/repository.dart", "Dart", 11, 0, 2, 13
"/Users/estai/Desktop/W/tasu_front/lib/global/data/sp.dart", "Dart", 65, 0, 10, 75
"/Users/estai/Desktop/W/tasu_front/lib/global/model/login_model.dart", "Dart", 39, 0, 9, 48
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/api_heper.dart", "Dart", 0, 190, 29, 219
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/http_client.dart", "Dart", 0, 25, 7, 32
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/http_util.dart", "Dart", 86, 72, 8, 166
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/time_helper.dart", "Dart", 6, 2, 2, 10
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/tr_widget.dart", "Dart", 50, 8, 7, 65
"/Users/estai/Desktop/W/tasu_front/lib/global/utils/utils.dart", "Dart", 139, 0, 10, 149
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/animated_switch.dart", "Dart", 17, 0, 4, 21
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/cupertinbtn_widget.dart", "Dart", 18, 0, 4, 22
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/custom_futurebuilder.dart", "Dart", 73, 0, 19, 92
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/demo.dart", "Dart", 78, 20, 27, 125
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/dialog_widget.dart", "Dart", 53, 1, 4, 58
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_scaffold_widget.dart", "Dart", 13, 0, 3, 16
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_view_widget.dart", "Dart", 19, 0, 3, 22
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/error_widget.dart", "Dart", 13, 2, 4, 19
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/futurebuilder_widget.dart", "Dart", 40, 0, 8, 48
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/lan_dropdwon_widget.dart", "Dart", 51, 10, 4, 65
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/loading_widget.dart", "Dart", 11, 1, 3, 15
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/responsive.dart", "Dart", 22, 37, 15, 74
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/textfileds_widget.dart", "Dart", 909, 99, 61, 1069
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/tr_widget.dart", "Dart", 56, 2, 4, 62
"/Users/estai/Desktop/W/tasu_front/lib/global/widgets/widgets.dart", "Dart", 16, 0, 1, 17
"/Users/estai/Desktop/W/tasu_front/lib/main.dart", "Dart", 95, 9, 9, 113
"/Users/estai/Desktop/W/tasu_front/lib/test.dart", "Dart", 143, 49, 19, 211
"Total", "-", 12535, 2070, 1317, 15922
